,Review_title,Review_text,Ratings
18448,Thin bezels with nice ips panel,Its comes in quite good packaging and also with a hdmi cable. It has very good response time comparing to samsung and hp at this price range and the 3000:1 contrast ratio. And 22 inch is quite large for editing and gaming purpose and normal use also.I have buy it for the editing purpose.Go for it its a nice monitor,5
18449,Highly recommended!!,"Flipkart did an excellent Job by providing newly manufactured product, I am totally satisfied with the build quality of the monitor. Picture quality is sharp for an IPS monitor. and the monitor appears bezzeless when it is turned on.",5
18450,Fabulous!,It is just wow . I recommend everyone to buy this product . I got my delivery within 4 days . Thank you Flipkart,5
18451,Must buy!,"Amazing I love the monitor picture quality was superb
I very usefull for gaming also I will recommended to all
Who are deside to buy a new monitor lg give us lot more featurer in just rs.10000.",5
18452,Value-for-money,"Great monitor. Color calibration is great. Changes mode of display for each program for perfect viewing. On screen monitor control is great for customization. Overall Great product, worth for money.
But delivery was too late almost taken 14 days.",4
18453,Nice product,"BEST IPS LED IN THE PRICE RANGE
But there is IPS glow present on panel and bezel has air gap .",4
18454,Brilliant,"Unbelievable, unbearable & wonderful performance. One of the best & world class Monitors from LG. Very very happy with this LG 22 inch Full HD LED IPS Panel Monitor. Thanks to the seller and Flipkart for this wonderful Monitor & also recommend others to buy this LG Monitor from Flipkart if they need it. 5-Star rating for this LG Monitor, Fipkart as well as 5-Star rating for the seller too. Thanks 👍",5
18455,Terrific,about 10 days of using. delivery was bit slow. but the product is awesome. and by the the free sync works on Nvidia GPU too. go for it if you have little budget and mid gamer.,5
18456,Classy product,"Exllent,",5
18457,Classy product,Best monitor in this price point. Just close your eyes and go for it.,5
18458,Worth the money,"It's take long time to deliver. But about product, Lg is good about design n pic quality.",4
18459,Very Good,Display quality is good. But packaging was not too good. there was a bubble wrapper inside the box. But other portion of the box was empty. So if there was any jerking on the road the product may be damaged. But thankfully that was not happened.,4
18460,Simply awesome,awesom ips led monitor,5
18461,Brilliant,"excellent monitor at this price range!!!! view quality is too good, non-reflecting mat finish screen helps you watching movies when daylight is coming from behind!!",5
18462,Gaming Led best low budget choice,Very nice led comes with HDMI cable only worth to buy,4
18463,Best in the market!,nice product,5
18464,Terrific purchase,best budget monitor.. looking cool,5
18465,Terrific,"KD.
wonderful product at this price.",5
18466,Fabulous!,"pesa vasool, dont think twice go for it.btw i got it in cc offer at 7200. still thinking? then watch indian gamer review on YouTube.",5
18467,Fabulous!,this monitor is best,5
18468,Wonderful,"I am so happy 🤗🤗🤗🤗 after buying this monitor. the picture quality of this monitor is awesome. this monitor's have VGA, HDMI and DVI port. overall this is best budget monitor",5
18469,Best in the market!,Very Nice product Super for gaming,5
18470,Pretty good,this product has been successfully exported but send a long time ok i am happy,4
18471,Excellent,Really good IPS panel monitor especially for gaming console ...,5
18472,Simply awesome,super product 😍😍😍 display vara level best price,5
18473,Brilliant,Good for my YouTube and Photoshop work.,5
18474,Worth every penny,High definition picture quality,5
18475,Very Good,"A photographer review
Its good",4
18476,Wonderful,IF YOU ARE LOOKING FOR GAMING CONSOLE (PS4); THEN THIS IS THE BEST MONITOR; COMES WITH HDCP SUPPORT; GIVING 5 OUT 5 STAR; DELIVERY WAS QUICK IN 2 DAYS,5
18477,Fabulous!,product is very good,5
18478,Unsatisfactory,display problem,1
18479,Fabulous!,superb quality..,5
18480,Best in the market!,"Great monitor
Ultra HD quality
Mind-blowing
Out of Star",5
18481,Wonderful,display quality is good as aspected. But Packaging was not good.,4
18482,Best in the market!,Just awasome,5
18483,Good,Excellent..... 👍👍,3
18484,Worth the money,"Best full HD monitor at budget, am using this for my photo editing purposes excellent service. Thanks Flipkart for your excellent delivery process and support.",4
18485,Brilliant,Good monitor... Anyone can go for it..,5
18486,Excellent,I just love it 😍😍😍😍😍,5
18487,Wonderful,Best monitor.I purchased in only Rs.6929,5
18488,Best in the market!,Viewing angles are better than expected. Picture quality is decent. Its a very good monitor at this price.,5
18489,Great product,awesome led ips monitar,5
18490,Worth every penny,very nice full hd video play 😍,5
18491,Excellent,Best monitor under 10k,5
18492,Excellent,supb best,5
18493,Great product,"Best Monitor In This Range, Picture Quality Good,I'm Very Happy with Lg Full Hd Led, Thank you Filpkart...",5
18494,Waste of money!,"Product is good 5 star, but flipkart delivery and service is very very poor.. do not buy any more",1
18495,Worst service,"Monitor is execellent ,giving 1 star for the poor delivary service by flipkart my product was 2 tumes delayed i have go by myself to the delivary courier to take the product..or else i didnt get this product after 1 month also...Never gonna buy anything from flipkart from now onwards so poor delivary service i ever seen in my life..... I ordered the product on 10 th august it was shipped in my city on 16 august but they didnt delivered it to me....",1
18496,Value-for-money,"best monitor for gaming...its 22"" looks very large in person.It also has FREE SYNC..which makes it even betteR.",4
18497,Simply awesome,"Colors are good, must buy at this price. A good monitor for all purposes.",5
18498,Super!,Excellent monitor great viewing angles. the monitor is too bright and vivid. 50 % is more than enough. must buy if you are on a budget,5
18499,Decent product,"I can't find a single pixel when it connects to my Mac.
Pros

1. Power Saving Mode
2. Software available for Mac
3. Multiple window feature
4. No Heat
5. Anti reflective
6. Seamless connection
7. Good packaging from the seller
8. Brand new item
9. No flicking (Gaming)
Cons.
1. I haven't found anything yet.",3
18500,Great product,"I brought this monitor for 7200rs with bank offer.
Excellent monitor for the price tag.
It comes with AMD freesync.
I haven't tested this monitor with games, but perfect for browsing and video or movie.
Pros:
1. Thin bezels for 3 sides.
2. 3 connectors HDMI, DVI,VGA
3. 75 Hz refresh rate regardless of your gpu, just turn on freesync from monitor setting.
4. Black stabilizer works perfectly well.
5. Sharper image and video quality due to higher Pixel density when compared to 24 inch.
6. HDMI ...
READ MORE",5
18501,Great product,"Well worth the price! If you want an IPS display under 10k with freesync. There is no better value for money.
The picture is great for the price. The delivery was fast by Flipkart. There is no speaker, but I can live with that.",5
18502,Simply awesome,"i just want you tell that close your eyes and click on that buy button because it's having one of the best ips display, colours are really sharp and crisp but also want you guys to know that i got this after 20 days don't know what happened to flipkart delivery services. Make sure to check how many days it'll take to deliver.",5
